rmse,mae,delta1,absrel,lg10,mse,delta2,delta3,data_time,gpu_time
5.1180850426919715,2.677651446706534,0.8387278920348433,0.13453866704071057,inf,30.86282389836344,0.942440834611413,0.9719007493927061,0.5016203887667832,0.23470082314259727
4.194338715152381,2.021773417408798,0.8964872582735345,0.09974759342169372,inf,18.37707668635091,0.974692047135562,0.9923624768451773,0.41866484675282656,0.2315361595149698
3.899530885317203,1.8341233480604018,0.9137609141468257,0.08990439768912879,inf,15.879504036828365,0.9798278089643712,0.9937601106947113,0.4201605594660166,0.23235299129855205
3.6682948413942316,1.6910507750353942,0.9257621267408005,0.08251386912602462,inf,14.033484335033233,0.9830601667182249,0.9946732286862077,0.3962210099001721,0.23750490364568624
3.5657096025640307,1.6159686078121371,0.9319890440499432,0.07852578448938284,inf,13.308292729387736,0.9844388315443448,0.9949023950809518,0.4097516523559085,0.22766720207131816
3.2246916356006836,1.3744780546858117,0.949153512396446,0.06536800163391361,inf,10.87974144015804,0.9876731414100455,0.9957285967475766,0.41649271909453056,0.23209570060592855
3.127991531925538,1.3146001022620724,0.9532158145369767,0.06240381368047631,inf,10.276062314055418,0.9884274751840699,0.9959004370900384,0.40921548713739,0.2408541747965816
3.067788899307273,1.2781350483314153,0.9556593635432561,0.06056595693241753,inf,9.835399001884305,0.9888272677473526,0.9960168167248014,0.4793440998743785,0.23850092499026254
3.04402604095898,1.2586713440741637,0.9570236732942174,0.05948860819617416,inf,9.70072493374972,0.9890329379916402,0.9960300909574215,0.4134391683899356,0.2307452173727524
